text,original_answer,postprocessed_answer,label
cowok kok main boneka ih kayak banci woy serah dong lo main futsal saja gue biarin <links>,"- non_pornografi

- non_pornografi

-",non_porno_non_prostitusi,non_porno_non_prostitusi
kontol menyalakan wa kamu tidak bangsatt,'pornografi'  # jawaban dapat hanya 'pornografi,konten_porno_prostitusi,konten_porno_prostitusi
kiky avail ya rr lanjut wa 085264677229 ceri openbooking openbojaksel openbojakpus openbo openmember openbojakarta openvcs vcstrusted realangels realangel realvcs realbisyar realaccount recomendedbooking recomendedangel camsex recomended4vcsopen realvcs realbo <links>,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
ngakak om lonte wajah gembira berurai air mata,"non_pornografi
==========================

import re

def cek",non_porno_non_prostitusi,konten_porno_prostitusi
g jles ngentod wajah malaikat,- pornografi  ## Jalankan di: https://ideone.com,konten_porno_prostitusi,konten_porno_prostitusi
peringatan peringatan peringatan apsih kamu kontol then blok,"'pornografi'  # Jawaban harus dalam bentuk string,",konten_porno_prostitusi,konten_porno_prostitusi
belum ngentot dia sabar ya,"- 'pornografi' 
- 'non_pornografi'",non_porno_non_prostitusi,konten_porno_prostitusi
imo yang bikin males dari netflix itu konten porno yang tidak perlu orang rumah sudah 18 semua tapi tidak nyaman banget lah menonton di ruang keluarga terus ada adegan telenji atau ngewsnya pdhl tidak berpengaruh ke cerita langsung bisa di cut atau diganti adegan yang lebih berterima,"- non_pornografi  # Kelas label jawaban
-",non_porno_non_prostitusi,non_porno_non_prostitusi
apakah telkomsel mendukung lgbt,"non_pornografi
- Teks: 'lgbt adalah",non_porno_non_prostitusi,non_porno_non_prostitusi
takut ketika nete paru2nya ikut kesedot,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
pasti dia pencinta memek pecun bu senyum keringat senyum keringat,"'pornografi'  # Jawaban yang benar

# K",konten_porno_prostitusi,konten_porno_prostitusi
kalau aku bilang p berarti lo ngentod <links>,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
utk orang orang yang bilang cuma bendera dibakar saja ribut buka mata kalian pakai logika nalar kalian akankah hal seperti ini terus dibiarkan berlangsung dan semakin masive dimana letak cinta indonesianya pancasilanya islamnya inilah jadinya kalau salat iya bokep juga mikirr <links>,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
gue kira kamu gay ji,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
kalo saudara gue astaghfirullah korea pop kan cowoknya kayak banci oke sip jempol ke atas,"'pornografi'  # Jawaban yang benar 
'non",konten_porno_prostitusi,konten_porno_prostitusi
lah dia namanya begitu tetapi kalau tentang lgbt didukung dia maju paling depan buat berkoar lah kamu yang katanya bijak cuma bersikap sok pintar dan menjauhi korban lgbt,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,non_porno_non_prostitusi
melucutiku hingga sisa celana dalam cream ku ia menjilati susuku turin ke perut hingga celana dalamku ia memandangiku,"- 'pornografi' atau 'non_pornografi' 

",non_porno_non_prostitusi,konten_porno_prostitusi
cowo pakai make up banci memang kalau kamu di undang ke televisi show tidak pakai make up kalau tidak muka kamu burik tidak ada yang ingin liat semua jijik sama lo anjim,"'pornografi'  # Jawaban yang benar
'porn",konten_porno_prostitusi,non_porno_non_prostitusi
aksi begal pantat disebut di kota malang terekam cctv <links>,"non_pornografi 





Jawaban yang benar adalah non",non_porno_non_prostitusi,non_porno_non_prostitusi
titit mu,"- pornografi 
- non_pornografi 
- non_p",non_porno_non_prostitusi,konten_porno_prostitusi
ava kamu make baju lah man wkwk kesannya kayak mucikari saja lu enggak pakai baju wakakakakakakakaak,- 'non_pornografi' jika teks tersebut tidak mengand,non_porno_non_prostitusi,konten_porno_prostitusi
yg namanya gonta ganti pasangan dan seks tanpa pengaman mau kamu gay atau tidak ya iyalah kena hiv,'pornografi'  atau 'non_pornografi' ,non_porno_non_prostitusi,konten_porno_prostitusi
perawan itu tidak dilihat dari rapetnya vagina nder duh kenapa sih suaminyaaa pasti tititnya kecil udh titit kecil sok gaya menanyakan perawan pulak idih skip,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
yuk aku avail bandung iya say open bo vcs ready hari ini wajah tersenyum lebar bermata hati excludebandung availbandung expobandung bobandung availbobandung bisyarbandung openbobandung bobdg bobandung expobandung cewekbookingan bandungbokingan bandungbirahi vcsbugil vcscroot vcsreal vcscolmek <links>,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
vespa cbr tinggi anjrot pegal pantat gue lagian siapa yang mau ngajakkin,- non_pornografi  (jika tidak mengandung unsur,non_porno_non_prostitusi,non_porno_non_prostitusi
rahimku hangat mas itu sama tidak sih dengan kata penisku ngaceng dek maksudnya bagaimana sih senyum keringat kok sepertinya normal banget diuca,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
indo bokep bokepjapan bokepcina menonton film bokep bokepindia gudang bokep bokeparab cerita bokep bokepthailand bokep indo terbaru video bokep indo bokep hot bokepperawan ><links>,"- 'pornografi' 
- 'non_pornografi'",non_porno_non_prostitusi,konten_porno_prostitusi
psk pasukan setia koor,'pornografi'  # Jika teks mengandung unsur,konten_porno_prostitusi,non_porno_non_prostitusi
jangan sok tau loe ngentod sehumble itu dia seopenmindad itu dia,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
dalam artian bukan mendukung perilaku pelaku lgbt tapi mendukung buat mereka bisa berubah ke jalan yang lurus lagi ada banyak kasus mereka bisa sembuh kok tapi terlalu aneh orang orang jaman sekarang yang punya sila pertama pancasila tetapi masih menyeleweng dari kitab sucinya any religions,"'non_pornografi'  ### 
'non_pornogra",non_porno_non_prostitusi,non_porno_non_prostitusi
giliran diperkosa kamu meminta keadilan kntl ah <links>,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
open bo ciledug jantung atau hati bunga sakura openbociledug openbocewepanlok boreal openboincludeciledug openbojaksel openbojakarta cewe,"'pornografi' atau 'non_pornografi' 

P",non_porno_non_prostitusi,konten_porno_prostitusi
sering terjadi di indonesia saat ada singel mama yang menjalin hubungan dengan pria lain di sebut lonte apalagi anak nya masih kicik padahal bukan kamu yang memberi makan,'non_pornografi'  # Karena tidak mengandung,non_porno_non_prostitusi,konten_porno_prostitusi
malah deact kampang,"'non_pornografi'  # jawaban yang tepat
",non_porno_non_prostitusi,non_porno_non_prostitusi
momi mau nete,'pornografi'  # karena ada kata nete yang mengand,konten_porno_prostitusi,konten_porno_prostitusi
bayangin muncrat ke renjun ngamuknya tidak terbayang berguling guling di lantai sambil tertawa terbahak bahak,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,non_porno_non_prostitusi
jembut itu apa,"non_pornografi  # Jawaban yang benar
- T",non_porno_non_prostitusi,konten_porno_prostitusi
kontol kamu semua,'pornografi'  # Jawaban akan ditulis di sini,konten_porno_prostitusi,konten_porno_prostitusi
dikit sedikit kristenisasi kontol receh amat kamu punya iman asu,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
download aplikasi menonton streaming bokep gratis <links> bokep rare koleksi terbaru gratis,'pornografi'  # Jika teks mengandung unsur,konten_porno_prostitusi,konten_porno_prostitusi
video call sex play station rekan open ya cuss yang minat ingin gampang sange bareng chat wa saja 0895601900220 vcsyuk vcs vcscroot vcsreal vcsc,'pornografi' jika teks mengandung unsur pornografi,konten_porno_prostitusi,konten_porno_prostitusi
oiya lupa kamu kan lesbi,'pornografi'  # Jawaban yang diharapkan.,konten_porno_prostitusi,konten_porno_prostitusi
gw mengangkat galon mengangkat gas 12 kilo tidak pernah itu trending yaiya lah kontol kamu siapa hamish daud orng tau gue lagi napas saja kgk wajah menangis keras atau menangis tersedu sedu wajah gembira berurai air mata,"- pornografi 





Jawaban: pornografi. ",konten_porno_prostitusi,konten_porno_prostitusi
avail jakbar wa 085770190458 morningsex morningseex bojakpus bojaksel bojaksel bojaktim bojakut bojakbar availjakarta availjaksel bojakarta bisyarjakarta bisyarjakpus bisyarjakbar expojakpus bocengkareng elidah menjulur keluar nakal ceria atau mengejek dengan mata tertutupojakarta excluderoom <links>,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
aku masih avail ya sayang si4ng in slot terbatas cek dm amplop dengan panah wa 0822 1017 8065 bomojokerto expomojokerto wpmojokerto availmojokerto bokinganmojokerto openbomojokerto bispakmojokerto bisyarmojokerto openmojokerto recomendedbo realmojokerto <links>,"'pornografi' atau 'non_pornografi' 

T",non_porno_non_prostitusi,konten_porno_prostitusi
gue tidak mengerti kenapa sih hs itu jadi suatu yang digede2in kayak w sudah hs beratus kau nih yah kamu belum hs cupu ya like what the fuck dude kamu belum hs yaudah kamu mau hs sampai kontol kamu kecil sampai memek kamu memble yodah kali,"'pornografi'  atau 'non_pornografi' 

",non_porno_non_prostitusi,konten_porno_prostitusi
done satu yaaa yang beli konten menang free video call sex minggu ini masih ada 4 slot lagi ayo beli konten rajin twit nya menjulurkan lidah dan memejamkan mata menjulurkan lidah dan memejamkan mata menjulurkan lidah dan memejamkan mata menjulurkan lidah dan memejamkan mata,"- pornografi  atau non_pornografi 

Ketik jaw",non_porno_non_prostitusi,konten_porno_prostitusi
nihh nder 150k pcs ajaaa bisa sih orennn sudah ekstra ongkir avail semua kecuali yang di stikerin <links>,"- non_pornografi  atau pornografi 
- Jawaban",non_porno_non_prostitusi,non_porno_non_prostitusi
ketikan kamu puter puter kontol,'pornografi'  # jawaban harus dalam bentuk string ,konten_porno_prostitusi,konten_porno_prostitusi
kebiasaan tidak ngaceng,"- non_pornografi


Input:
- Teks: 'gue",non_porno_non_prostitusi,konten_porno_prostitusi
fi sombong gue mau desc kamu nih dapasu xixi gue kira kamu sombong anjir ternyata ggx baik banget ini org asyik parah pendengar yang baik bokep mulu ini anak euy apa lagi ya nyot sampai 0 word lagi asu oh iya dapasu ini agak tolol dikit gampang banget horny euy xixi sudah ah habis mau pulang <links>,'pornografi'  # jawaban dalam label 'pornografi,konten_porno_prostitusi,konten_porno_prostitusi
elidah menjulur keluar nakal ceria atau mengejek dengan mata tertutupo mataram real angel avail ledis boking info langsung dm wa wajib isi keep slot bo nya wajib dapat free 30 menit say avail pagi ini sayang,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
waktu kelas 2 3 sekolah dasar kyknya dipukul gara main ke rumah orang sedangkan di rumah sendiri ada orang lagi main komputer kondisi pas sudah mau maghrib dipukul pakai tangan tidak yang gila an cuma biar tau kalau ayah marah itu juga di daerah yang banyak daging bokong paha abis itu meminta maap terus peluk,"- pornografi atau non_pornografi
- 'pornogra",non_porno_non_prostitusi,non_porno_non_prostitusi
bokep mulu sih lau,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
tanda cium tangerang dan sekitar nya open vcs tidak melayani bo panggilan masuk atau telepon masuk wa 081347107033 availserpong availbsd availtangsel availtangerang availtanggerang openboserpong openbobsd openbotangsel openbotangerang openbotanggerang boserpong bobsd botangsel botangerang botanggerang,"'pornografi' atau 'non_pornografi' 


Sil",non_porno_non_prostitusi,konten_porno_prostitusi
menurut kamu lgbt itu mental illness,"- 'pornografi' atau 'non_pornografi' 
",non_porno_non_prostitusi,non_porno_non_prostitusi
kontol kamu pada ah,'pornografi'  # Jawaban harus berupa string  #,konten_porno_prostitusi,konten_porno_prostitusi
heran deh sama mereka ingin dihargai ingin disetarakan tapi malah ngewong ramai ramai pakai segala pesta apalagi di tengah pandemi begini ya sudah kalau kamu gay mau ngewong diam diam saja enggak usah ajak ajak temen gila si kan kalau ketangkep begini yang ribet juga kamu sendiri terlalu lelah,"'pornografi'  # Jawaban yang benar


Kode",konten_porno_prostitusi,konten_porno_prostitusi
aku undercut ala ala karena bekas bleachingan kayak jembut jadi dipotong tetapi aku tidak mau pap makasi,"'non_pornografi'  # Jawaban yang benar
",non_porno_non_prostitusi,konten_porno_prostitusi
idup kamu kebanyakan memainkan victim jablay,"- pornografi

- Teks: 'tidak ada yang bisa",konten_porno_prostitusi,non_porno_non_prostitusi
tuh si nete aja,'pornografi'  # Jika teks mengandung unsur,konten_porno_prostitusi,non_porno_non_prostitusi
kalo di situ adalah ketempelan pecun bon wkwk bukan di situ bon di toko gue yang baru kayak nya,'non_pornografi'  # Keluaran label jawaban,non_porno_non_prostitusi,konten_porno_prostitusi
gemes saja kalau masih yang pro sama lgbt sangemu itu tidak normal kamu lgbt,"- non_pornografi
- pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
kalo kamu jadi lawyer jangan menanyakan orangnya itu gay atau european ya,'non_pornografi'  # Jawaban akan ditulis dalam,non_porno_non_prostitusi,konten_porno_prostitusi
semua orang kamu saja ngentot kamu pikir kontol kamu bagus wajah dengan alis terangkat,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
hemmm dasar kontol wrwrrwrr,'pornografi'  # atau 'non_pornografi',non_porno_non_prostitusi,konten_porno_prostitusi
iya in saja kamu semua kontol soalnya,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
lu egois banget sumpah ngewe sama cowok sana sini mau nikah sama cewek yang menerima apa ada2nya nanti kalau sudah penyakitan nularin ke istrilu bener2 sudah kamu setan mendingan kamu tidak usah nikah,non_pornografi  # Keluaran label jawaban hanya dapat,non_porno_non_prostitusi,konten_porno_prostitusi
mo nanya di begitu laku jadi lonte bang badannya kayak begitu wajah menangis keras atau menangis tersedu sedu berdoa atau dua telapak tangan menempel monmaap kalau gue kasar astaga wajah menangis keras atau menangis tersedu sedu berdoa atau dua telapak tangan menempel,"- pornografi  atau non_pornografi 

Silakan men",non_porno_non_prostitusi,konten_porno_prostitusi
gini saja dah di agama kamu ada pantangan makanan ga babi misalnya lu tidak makan babi tetapi kamu tau kan ada orang yang makan babi lu acknowledge kan lu tidak berbicara ke dia eh babi itu haram kan lu diam doang kan yaudah sekarang change the subject to gay ppl,"'non_pornografi'  # jawaban yang benar
",non_porno_non_prostitusi,non_porno_non_prostitusi
binaraga ambon ngocok kontol sampe nyemburin pejuh <links>,"'pornografi'  # Jawaban harus dalam format string. 
",konten_porno_prostitusi,konten_porno_prostitusi
bre benefit itu tidak cuma ngentot pikiran kamu jernihin sono benefit ada yang baik juga bodok jangan sedikit sedikit dengar friends with benefit dikira teman tapi kentotan,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
bangsat lo anjing monyet babi brengsek sialan tai kntl gue benci lo bgt bajingan,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,konten_porno_prostitusi
kamu khawatir dia tersinggung sementara dia bebas menyinggung kamu hell no sis bilang saja titit kamu kecil anjing,"'pornografi'  # jawaban yang benar
'non",konten_porno_prostitusi,konten_porno_prostitusi
tae luh bukannya maho ya,- pornografi  (Jika teks mengandung unsur porn,konten_porno_prostitusi,konten_porno_prostitusi
ngentot lu,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
depan pntu surga om dekat situ ada kadal lgie nete senyum keringat senyum keringat wajah dengan tangan menutupi mulut wajah materialistis,"non_pornografi
- Teks: 'aku jg b",non_porno_non_prostitusi,konten_porno_prostitusi
